"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"RG01_CP"	"RG01"	"RG02_CP"	"RG02x01"	"RG02x02"	"TR03_01"	"TR03_01a"	"TR03_02"	"TR03_02a"	"TR03_03"	"TR03_03a"	"TR03_04"	"TR03_04a"	"TR03_05"	"TR03_05a"	"TR03_06"	"TR03_06a"	"TR03_07"	"TR03_07a"	"TR03_08"	"TR03_08a"	"TR03_09"	"TR03_09a"	"TR03_10"	"TR03_10a"	"TR03_11"	"TR03_11a"	"TR03_12"	"TR03_12a"	"TR03_13"	"TR03_13a"	"TR03_14"	"TR03_14a"	"TR03_15"	"TR03_15a"	"TR03_16"	"TR03_16a"	"TR03_17"	"TR03_17a"	"TR03_18"	"TR03_18a"	"TR03_19"	"TR03_19a"	"TR03_20"	"TR03_20a"	"TR03_21"	"TR03_21a"	"TR03_22"	"TR03_22a"	"TR03_23"	"TR03_23a"	"TR03_24"	"TR03_24a"	"TR03_25"	"TR03_25a"	"TR03_26"	"TR03_26a"	"TR03_27"	"TR03_27a"	"TR03_28"	"TR03_28a"	"TR03_29"	"TR03_29a"	"TR03_30"	"TR03_30a"	"TR03_31"	"TR03_31a"	"TR03_32"	"TR03_32a"	"TR03_33"	"TR03_33a"	"TR03_34"	"TR03_34a"	"TR03_35"	"TR03_35a"	"TR03_36"	"TR03_36a"	"TR03_37"	"TR03_37a"	"TR03_38"	"TR03_38a"	"TR03_39"	"TR03_39a"	"TR03_40"	"TR03_40a"	"TR04_01"	"TR04_01a"	"TR04_02"	"TR04_02a"	"TR04_03"	"TR04_03a"	"TR04_04"	"TR04_04a"	"TR04_05"	"TR04_05a"	"TR04_06"	"TR04_06a"	"TR04_07"	"TR04_07a"	"TR04_08"	"TR04_08a"	"TR04_09"	"TR04_09a"	"TR04_10"	"TR04_10a"	"TR04_11"	"TR04_11a"	"TR04_12"	"TR04_12a"	"TR04_13"	"TR04_13a"	"TR04_14"	"TR04_14a"	"TR04_15"	"TR04_15a"	"TR04_16"	"TR04_16a"	"TR04_17"	"TR04_17a"	"TR04_18"	"TR04_18a"	"TR04_19"	"TR04_19a"	"TR04_20"	"TR04_20a"	"TR04_21"	"TR04_21a"	"TR04_22"	"TR04_22a"	"TR04_23"	"TR04_23a"	"TR04_24"	"TR04_24a"	"TR04_25"	"TR04_25a"	"TR04_26"	"TR04_26a"	"TR04_27"	"TR04_27a"	"TR04_28"	"TR04_28a"	"TR04_29"	"TR04_29a"	"TR04_30"	"TR04_30a"	"TR04_31"	"TR04_31a"	"TR04_32"	"TR04_32a"	"TR04_33"	"TR04_33a"	"TR04_34"	"TR04_34a"	"TR04_35"	"TR04_35a"	"TR04_36"	"TR04_36a"	"TR04_37"	"TR04_37a"	"TR04_38"	"TR04_38a"	"TR04_39"	"TR04_39a"	"TR04_40"	"TR04_40a"	"DM06"	"DM02"	"DM03"	"DM05"	"DM07"	"DM07_01"	"DM09_01"	"DM09_02"	"DM09_03"	"DM10"	"DM11_01"	"IV01_RV1"	"IV01_RV2"	"IV01_RV3"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV04_01"	"IV04_02"	"IV04_03"	"IV04_04"	"IV04_05"	"IV04_06"	"IV04_07"	"IV04_08"	"IV04_09"	"IV04_10"	"IV04_11"	"IV04_12"	"IV04_13"	"IV04_14"	"IV04_15"	"IV04_16"	"IV04_17"	"IV04_18"	"IV04_19"	"IV04_20"	"IV04_21"	"IV04_22"	"IV04_23"	"IV04_24"	"IV04_25"	"IV04_26"	"IV04_27"	"IV04_28"	"IV04_29"	"IV04_30"	"IV04_31"	"IV04_32"	"IV04_33"	"IV04_34"	"IV04_35"	"IV04_36"	"IV04_37"	"IV04_38"	"IV04_39"	"IV04_40"	"IV06_01"	"IV06_02"	"IV06_03"	"IV06_04"	"IV06_05"	"IV06_06"	"IV06_07"	"IV06_08"	"IV06_09"	"IV06_10"	"IV06_11"	"IV06_12"	"IV06_13"	"IV06_14"	"IV06_15"	"IV06_16"	"IV06_17"	"IV06_18"	"IV06_19"	"IV06_20"	"IV06_21"	"IV06_22"	"IV06_23"	"IV06_24"	"IV06_25"	"IV06_26"	"IV06_27"	"IV06_28"	"IV06_29"	"IV06_30"	"IV06_31"	"IV06_32"	"IV06_33"	"IV06_34"	"IV06_35"	"IV06_36"	"IV06_37"	"IV06_38"	"IV06_39"	"IV06_40"	"IV07_01"	"IV07_02"	"IV07_03"	"IV07_04"	"IV07_05"	"IV08_01"	"IV09_01"	"DV01_01"	"DV01_02"	"DV01_03"	"DV01_04"	"DV02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
384			"base"	"interview"	2022-05-05 10:39:45	124	2	170	2	1																																																																																	2	4991	1	2175	1	3060	1	3999	2	3741	2	18190	1	2892	2	2936	1	1757	2	2585	1	1610	2	1789	2	2162	2	1664	1	1729	2	1860	2	1656	2	1500	1	2022	1	1926	2	1795	2	2766	2	1979	2	1416	2	1435	2	1229	2	1459	2	1519	1	2011	2	1750	2	1675	1	2756	2	2149	1	1560	1	2796	2	1338	2	1338	1	1506	1	1502	1	1574	2	14	2	76	1	T	5	6	7	1		"616e7879455c454872403556"	"62568ea59b5810abee6bd150"	"62738d4df83532ee5aa5f051"	"1111000011011111111100011011110111110110"	"0100001010001100101010001000010100000001"	"1010110011010101010110111111111110101111"	"0100010001000101110110101000000000000001"	"2"	"1"	"3"	"3"	"1"	"4"	"3"	"3"	"2"	"2"	"4"	"4"	"4"	"2"	"1"	"1"	"4"	"1"	"3"	"3"	"3"	"3"	"4"	"1"	"4"	"1"	"1"	"2"	"3"	"1"	"1"	"2"	"2"	"3"	"2"	"4"	"4"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"420"	"45"	"75"	"120"	"60"	"2133143322444211413333414112311223244422"	"1.24"	101	48	16	6	2	29	11	3	2	18	12			120	98	2	22	12	19	15	2	365		2022-05-05 10:45:52	T	F	16	16	2	1	1.84	112
385			"base"	"interview"	2022-05-05 10:39:46	122	1	183	2	1	1	3528	3	5156	2	5817	4	964	1	1999	3	574	2	652	4	566	4	1112	3	503	2	1065	3	1783	4	870	2	475	1	525	3	507	1	712	2	1123	4	656	2	533	3	799	1	428	2	654	1	784	1	705	3	545	3	777	2	1111	2	539	2	734	4	522	4	838	1	525	3	423	2	482	3	527	2	546	3	679	1	645	4	393																																																																																	2	3	2	99	1	T	6	9	9	1	"Nope"	"614439251c6ddc313c72e64e"	"62568ea59b5810abee6bd150"	"62738d4a9221b3334c982030"	"0101101111011010011111111101111101011010"	"0100000100001010100011010000010100100001"	"0110110111111010111111011111100000101111"	"0011010100000000110000011001100000100010"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"4"	"3"	"2"	"3"	"4"	"2"	"1"	"3"	"1"	"2"	"4"	"2"	"3"	"1"	"2"	"1"	"1"	"3"	"3"	"2"	"2"	"2"	"4"	"4"	"1"	"3"	"2"	"3"	"2"	"3"	"1"	"4"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"315"	"210"	"240"	"225"	"210"		"1.16125"	31	51	71	81	2	23	8	40	8	23	14	78	64			25	31	10	23	36	2	385		2022-05-05 10:46:13	T	F	16	16	0	0	1.43	23
386			"base"	"interview"	2022-05-05 10:39:51	130	2	224	1	2																																																																																	2	10141	1	4356	2	7133	2	6604	2	8511	1	3717	1	4760	1	4634	2	3433	2	2529	1	7164	2	3788	1	2933	2	1530	1	3131	2	2797	1	3016	2	2573	2	2407	1	4779	2	2108	2	1918	1	5578	1	4701	1	3179	1	4640	1	4320	1	4429	2	2657	1	8459	1	4821	2	3526	2	2891	2	3031	1	4110	1	1709	1	4140	2	4955	1	5447	1	2868	2	2	2	99	1	T	6	9	9	1	"no"	"611d0f78f499d20874433319"	"62568ea59b5810abee6bd150"	"62738d4ebe027a0a1336db4d"	"1011110000010000101001000000100010000100"	"1110111001111011111111111011000011100011"	"0100011011000000000011100101010000010000"	"0111110111101101101011000111010111110111"	"1"	"3"	"4"	"4"	"4"	"3"	"2"	"1"	"1"	"1"	"3"	"2"	"2"	"2"	"4"	"3"	"2"	"4"	"2"	"4"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"4"	"3"	"4"	"3"	"4"	"3"	"2"	"3"	"3"	"3"	"4"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"345"	"90"	"120"	"195"	"90"	"1344432111322243242421111212143434323334"	"1.18375"	51	74	65	29	3	44	57	72	21	27	9			210	156	21	50	18	37	51	4	777		2022-05-05 10:52:49	T	F	16	16	0	0	0.82	3
387			"base"	"interview"	2022-05-05 10:39:52	160	2	254	2	2																																																																																	1	6960	1	6811	1	1653	2	3386	2	2902	1	2286	1	4292	2	3948	1	3415	1	3163	1	53665	1	1539	1	2464	1	2678	1	2256	2	2694	2	2407	1	2220	2	2077	2	1949	2	3511	2	2213	1	1881	2	2128	1	1826	1	2713	2	1757	2	2186	1	3432	2	1729	2	2423	2	2596	2	4935	2	2349	2	2695	1	2083	2	3648	2	2588	2	1899	2	3287	2	6	1	-9	1	T	6	9	9	1		"611f6fa170202414e3a303a0"	"62568ea59b5810abee6bd150"	"62738d54f5cce44e6f072df8"	"1010100110000000100111000000010001000001"	"0011111101011111111011101011101101010110"	"1101110011010011111101111101111100111001"	"1000001010000010000000110000001001111001"	"1"	"1"	"3"	"2"	"2"	"2"	"2"	"2"	"4"	"2"	"2"	"1"	"1"	"2"	"4"	"4"	"4"	"3"	"3"	"4"	"1"	"3"	"2"	"1"	"1"	"4"	"3"	"4"	"3"	"3"	"1"	"4"	"4"	"2"	"3"	"3"	"1"	"3"	"1"	"4"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"355"	"105"	"135"	"105"	"60"	"1132222242211244433413211434331442331314"	"1.19125"	10	67	9	16	4	304	10	38	14	46	31			212	175	16	55	11	44	42	3	731		2022-05-05 10:56:34	T	F	16	16	4	2	0.96	10
388			"base"	"interview"	2022-05-05 10:39:54	128	1	223	2	1	1	4964	2	3858	3	4526	2	3015	4	1098	2	1989	1	957	3	616	4	2211	3	1473	2	694	3	921	1	461	3	1902	2	783	4	749	1	792	3	475	2	695	4	483	2	782	1	526	3	524	2	733	4	525	1	470	3	432	2	497	3	446	2	490	4	562	2	583	3	442	2	582	3	668	1	515	3	530	2	980	3	621	4	1907																																																																																	2	5	2	-9	1	T	6	9	9	1	"I can't see my country on the list, but I'm from Mexico."	"61060a3c9b601e8b2bb842ea"	"62568ea59b5810abee6bd150"	"62738d57b89443f7c5b61dcf"	"1111111101101111000100101110010111111101"	"0011010001101100010000000000001100100100"	"0011101101101110111000111011111011011111"	"0000000110000110010100100011100110000000"	"1"	"2"	"3"	"2"	"4"	"2"	"1"	"3"	"4"	"3"	"2"	"3"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"2"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"3"	"2"	"4"	"2"	"3"	"2"	"3"	"1"	"3"	"2"	"3"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"315"	"195"	"255"	"255"	"180"		"1.16125"	12	72	76	50	2	34	30	106	22	22	17	87	82			22	47	11	34	131	5	650		2022-05-05 10:50:44	T	F	16	16	2	1	0.83	1
389			"base"	"interview"	2022-05-05 10:39:56	126	2	195	1	2																																																																																	2	7401	2	7518	2	5187	2	1634	1	1252	1	2624	1	5382	1	2431	1	3784	2	1245	1	2660	1	2841	1	1202	1	1130	1	1515	2	1504	2	1168	2	1074	1	717	2	1317	2	880	2	983	2	1354	2	932	2	1089	2	777	2	1116	2	746	2	1158	2	1184	2	836	2	1131	2	693	2	921	2	791	2	755	2	777	2	1337	2	1174	2	4773	2	2	1	-9	1	T	6	9	9	1		"6001ed33e995040c33d3adc6"	"62568ea59b5810abee6bd150"	"62738d5b7d4831e763703608"	"1000001001110001000000010010010000001110"	"1001110111111010011111110101110111100011"	"0010001001100011000000000001011000010101"	"1011110111011011011001001011011110111111"	"1"	"3"	"2"	"4"	"1"	"4"	"1"	"2"	"4"	"3"	"1"	"4"	"2"	"2"	"3"	"2"	"1"	"3"	"1"	"3"	"4"	"2"	"3"	"2"	"3"	"1"	"3"	"2"	"2"	"4"	"4"	"4"	"3"	"4"	"4"	"1"	"1"	"2"	"3"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"380"	"75"	"90"	"30"	"45"	"1324141243142232131342323132244434411231"	"1.21"	90	73	1	59	1	24	8	80	18	27	15			102	98	15	31	8	36	36	5	503		2022-05-05 10:48:20	T	F	16	16	4	2	1.23	16
390			"base"	"interview"	2022-05-05 10:39:59	129	1	204	1	2	1	4445	3	1898	2	979	4	823	1	1446	3	1297	2	1384	4	1207	4	1503	2	648	3	844	1	552	2	785	3	526	4	708	1	794	3	1022	2	1172	4	419	1	1360	3	514	2	897	4	469	1	818	3	463	2	634	4	576	1	1308	3	1086	2	948	4	780	4	876	3	547	2	675	1	507	2	735	3	794	4	6018	1	723	2	860																																																																																	2	16	2	32	1	T	6	9	9	1		"5ddb0d807cc973a5d9a7430b"	"62568ea59b5810abee6bd150"	"62738d59be6a289ecf6f314d"	"0110100000010010000000101000100100101001"	"0111011010110011111110101101111101100111"	"0000101010000010101011000100100010100000"	"1111111001011010111100000111111011110111"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"4"	"2"	"3"	"1"	"2"	"3"	"4"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"4"	"3"	"2"	"1"	"2"	"3"	"4"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"285"	"180"	"285"	"240"	"210"		"1.13875"	9	99	8	97	2	35	47	64	9	19	9	70	85			16	33	8	26	16	3	440		2022-05-05 10:47:20	T	F	16	16	2	1	1.28	20
391			"base"	"interview"	2022-05-05 10:40:00	127	1	185	2	2	3	10526	1	2947	2	4143	4	3697	1	2265	2	2724	1	958	3	1873	4	922	1	1526	2	1586	1	1943	2	1635	3	1313	2	2104	4	871	1	2259	2	989	1	1776	3	1947	2	1329	1	894	4	777	1	1694	2	1062	1	895	3	887	1	2507	2	1295	3	1505	1	1325	2	973	1	848	2	860	3	856	2	763	1	1002	2	825	3	929	2	959																																																																																	2	14	2	57	1	T	7	7	8	1		"60e362be0c33ba8028e07118"	"62568ea59b5810abee6bd150"	"62738d56288077aa88234d7b"	"0010000100100101010000100100001000100110"	"1111111100011011001111101011111111001010"	"0110101000111101111100110111101111011111"	"1000000001101110011001000000001100010000"	"3"	"1"	"2"	"4"	"1"	"2"	"1"	"3"	"4"	"1"	"2"	"1"	"2"	"3"	"2"	"4"	"1"	"2"	"1"	"3"	"2"	"1"	"4"	"1"	"2"	"1"	"3"	"1"	"2"	"3"	"1"	"2"	"1"	"2"	"3"	"2"	"1"	"2"	"3"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"360"	"270"	"270"	"180"	"120"		"1.195"	71	86	66	11	2	20	42	39	2	14	8	96	94			15	33	11	30	17	2	423		2022-05-05 10:47:06	T	F	16	16	2	1	1.49	44
392			"base"	"interview"	2022-05-05 10:40:01	124	1	183	1	1	3	3195	1	3630	3	2330	3	3121	1	1568	1	1164	2	2458	2	783	4	1008	1	984	3	1238	3	2522	1	1147	3	697	1	1614	3	596	1	759	1	1197	1	1057	3	952	1	2098	3	676	1	1531	1	1009	3	1283	1	865	1	637	1	632	4	144	4	1065	4	793	3	965	3	603	3	575	1	1131	3	690	3	1390	3	1469	3	659	3	875																																																																																	2	14	1	-9	1	T	6	9	9	1	"the list of countries reaches those that begin with the letter l, I live in Spain"	"5ca7782e38d61000014d7348"	"62568ea59b5810abee6bd150"	"62738d4ea8118d9f7132093c"	"1010011111111111011111101101111001011000"	"0010010000011110000010010001000010010001"	"0000000101010111000010011000000010100010"	"1111010100011110111100101111001111111101"	"3"	"1"	"3"	"3"	"1"	"1"	"2"	"2"	"4"	"1"	"3"	"3"	"1"	"3"	"1"	"3"	"1"	"1"	"1"	"3"	"1"	"3"	"1"	"1"	"3"	"1"	"1"	"1"	"4"	"4"	"4"	"3"	"3"	"3"	"1"	"3"	"3"	"3"	"3"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"300"	"390"	"45"	"360"	"105"		"1.15"	71	1	60	7	3	15	4	51	3	10	10	76	77			23	19	8	19	92	5	412		2022-05-05 10:46:53	T	F	16	16	2	1	1.6	51
393			"base"	"interview"	2022-05-05 10:40:04	128	2	196	1	2																																																																																	1	6572	1	3039	1	3384	1	3821	1	2100	1	4055	2	2246	1	2978	1	3593	1	4643	2	2469	2	4657	1	2253	1	1806	2	2174	2	5917	1	2990	2	1848	1	3080	2	2109	1	3200	1	3010	2	2006	2	4187	1	3902	1	2229	2	2326	1	2958	2	3055	1	2253	2	4711	2	2981	2	2249	1	2264	1	1811	2	2368	2	2425	2	2567	2	1762	1	1814	2	26	1	66	1	T	6	9	9	1	"Well explained and fun task, thanks!"	"5f6677f7035c6c267ea50fed"	"62568ea59b5810abee6bd150"	"62738d5e283ae8a38db74212"	"0011000100001010000100000001000011100110"	"1011110011001110101101001111101110111111"	"0001001011000000001000001101000000110011"	"1011111111010010111111111001101001111010"	"1"	"1"	"1"	"4"	"4"	"2"	"2"	"1"	"3"	"3"	"3"	"3"	"1"	"2"	"2"	"1"	"4"	"1"	"4"	"3"	"4"	"2"	"3"	"3"	"4"	"4"	"3"	"2"	"3"	"2"	"1"	"2"	"1"	"4"	"4"	"2"	"1"	"2"	"3"	"4"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"360"	"105"	"135"	"60"	"180"	"1114422133331221414342334432321214421234"	"1.195"	31	31	21	76	4	30	23	60	19	19	16			147	142	15	43	11	24	112	6	667		2022-05-05 10:51:11	T	F	16	16	0	0	0.94	3
394			"base"	"interview"	2022-05-05 10:40:07	129	2	178	1	2																																																																																	1	7544	1	1875	1	5235	1	2173	2	2977	2	1738	1	950	1	654	2	600	1	518	1	628	1	822	1	713	2	873	1	876	2	1758	1	749	2	678	1	797	1	563	1	534	1	497	1	1101	1	1389	1	647	1	656	1	1085	1	1216	2	1323	2	1934	2	1743	2	1928	1	3140	2	2387	2	638	1	722	1	799	1	643	1	717	2	623	2	6	1	-9	1	T	7	7	7	1		"61618c6d048ed69866e56793"	"62568ea59b5810abee6bd150"	"62738d5f0eb4c6c8ee5de4f5"	"0110000110100110101000000001000001000100"	"1110111111001111011010011111000110111101"	"1000000011100001000010000110001000101010"	"1111110011100011011101111111111100100011"	"2"	"1"	"2"	"1"	"2"	"3"	"4"	"1"	"4"	"2"	"4"	"3"	"4"	"3"	"3"	"4"	"1"	"3"	"4"	"4"	"4"	"3"	"2"	"1"	"2"	"3"	"3"	"1"	"2"	"1"	"4"	"3"	"2"	"1"	"3"	"4"	"2"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"310"	"165"	"165"	"135"	"165"	"2121234142434334134443212331214321342112"	"1.1575"	74	76	34	34	1	27	7	7	2	16	8			77	55	12	18	6	15	67	5	322		2022-05-05 10:45:31	T	F	16	16	4	2	1.87	80
395			"base"	"interview"	2022-05-05 10:40:08	136	2	234	1	2																																																																																	1	8296	1	5189	1	3113	1	2247	1	1995	1	2126	1	2091	1	2205	1	4357	2	1790	1	1948	1	1783	2	1725	1	1783	1	1524	2	1170	2	2373	1	2154	2	1122	1	1137	1	2007	2	1357	2	4795	2	1653	1	2844	2	1500	2	846	2	1022	1	1527	2	1466	2	1528	1	1660	2	1433	2	1544	1	1796	2	1061	1	1434	2	1841	2	1703	2	1781	2	23	1	68	1	T	6	9	9	1	"No."	"61521efa5eeda9702c41a5e3"	"62568ea59b5810abee6bd150"	"62738d5d47e60f062d9994da"	"0000011001000100110000011001010101000000"	"1010101111011111111111010110100101011110"	"0100110011011000000010000011100000000100"	"1101111111101110111110110111100110100100"	"3"	"4"	"1"	"2"	"2"	"4"	"4"	"2"	"3"	"1"	"4"	"2"	"1"	"4"	"2"	"1"	"3"	"4"	"3"	"4"	"4"	"1"	"3"	"3"	"1"	"1"	"1"	"1"	"2"	"3"	"1"	"2"	"3"	"3"	"2"	"3"	"4"	"4"	"2"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"370"	"45"	"195"	"60"	"150"	"3412244231421421343441331111231233234422"	"1.2025"	24	78	15	91	4	57	83	59	38	15	9			110	104	40	23	11	49	21	4	599		2022-05-05 10:50:32	T	F	16	16	0	0	1.06	14
396			"base"	"interview"	2022-05-05 10:40:10	130	1	205	2	1	1	15948	1	9433	3	1649	1	14058	2	2803	4	7624	1	4311	2	4596	3	1059	2	1111	3	860	1	859	3	1260	2	460	4	410	1	3461	2	706	3	1420	3	2111	4	762	2	2910	2	986	2	1802	2	770	2	715	2	727	2	774	2	1077	2	1153	2	685	2	366	2	1419	2	373	2	534	2	655	2	542	2	568	2	466	2	554	2	656																																																																																	2	14	1	99	1	T	6	9	9	1		"5f01bf065d902430eb9e209b"	"62568ea59b5810abee6bd150"	"62738d66f83532ee5aa5f054"	"1101110111000111101111111101011100110101"	"1001000000101000001011001010010001010000"	"0000111110100111001111111101101111111101"	"0010100000000100000001011000010110011010"	"1"	"1"	"3"	"1"	"2"	"4"	"1"	"2"	"3"	"2"	"3"	"1"	"3"	"2"	"4"	"1"	"2"	"3"	"3"	"4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"360"	"150"	"450"	"150"	"90"		"1.195"	37	71	41	21	2	31	25	81	12	20	25	133	107			16	51	9	71	84	3	630		2022-05-05 10:51:18	T	F	16	16	2	1	0.89	2
397			"base"	"interview"	2022-05-05 10:40:11	134	1	229	1	1	3	3602	1	4681	2	2310	4	1529	3	2747	3	1991	3	2587	3	2113	3	1372	3	1483	3	1975	3	1270	3	1388	3	918	3	1387	3	1116	3	2299	1	1349	1	2012	2	1473	2	1358	2	1166	4	1065	4	1168	4	1115	3	1190	3	1179	1	2754	2	1408	2	982	3	985	3	936	3	994	3	914	3	995	3	863	4	885	3	1710	3	1016	3	1441																																																																																	2	41	2	86	1	T	6	9	9	1	"Interesting. Quite nice I can receive an additional bonus!"	"60b7863ab123bd013c725de7"	"62568ea59b5810abee6bd150"	"62738d6765064c61405a7265"	"1001111111111110011011110100001111100111"	"0011100010110000010001000010101000100000"	"0001001000000110000110010100100110100000"	"1100101110111110011110110111111101100101"	"3"	"1"	"2"	"4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1"	"1"	"2"	"2"	"2"	"4"	"4"	"4"	"3"	"3"	"1"	"2"	"2"	"3"	"3"	"3"	"3"	"3"	"3"	"4"	"3"	"3"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"405"	"105"	"135"	"435"	"120"		"1.22875"	41	34	81	21	3	44	62	63	28	24	16	99	111			36	36	10	35	69	5	638		2022-05-05 10:50:49	T	F	16	16	0	0	0.8	0
